epoch,loss_validation,loss_train,f1_validation,accuracy_validation,f1_test,accuracy_test
1,0.9345675958896318,0.9266169239308265,0.677243430752271,0.681131650135257,0.7615464239522105,0.7635680234690135
2,0.8216961358995793,0.802725120121555,0.7166256191205758,0.7194544634806131,0.7986413816311327,0.8006050605060506
3,0.7785383818514184,0.7525695535226075,0.7350414619476989,0.7365870153291253,0.8173840671731171,0.8184818481848185
4,0.7425416942470247,0.7107511058694945,0.7473167196858097,0.7483092876465284,0.8297225886303885,0.8306747341400806
5,0.7259503151940534,0.6878766680245053,0.7552629200052279,0.7556357078449053,0.839289243565385,0.8399339933993399
6,0.6992581154005467,0.6562277952434711,0.7637375115927569,0.7638638412984671,0.8456196489176797,0.8462596259625963
7,0.6871837977048154,0.6387708715381643,0.7700788030925434,0.7696122633002705,0.8481129856427424,0.8484598459845984
8,0.6789601589590774,0.6270249112932528,0.772290363687363,0.7717538322813345,0.8512555623126185,0.8513934726806014
9,0.6606707459234926,0.6047390903332501,0.7793259953745525,0.7787421100090172,0.8551912683952276,0.8552438577191053
10,0.6460814138120833,0.5870283200539299,0.7812504926494682,0.7806582506762849,0.858507116324063,0.8585441877521085
11,0.6366735547955955,0.5747776643835194,0.7852341971255754,0.7847159603246168,0.8609193694119295,0.8609277594426109
12,0.637009459444304,0.5732381885857853,0.7860731218481136,0.7853922452660054,0.8595698834825788,0.8593692702603594
13,0.621899049559168,0.5556519542533298,0.7919669856454117,0.7914788097385032,0.8614484928598369,0.8611111111111112
14,0.6238506550671652,0.555990171686235,0.7902188852930132,0.7895626690712354,0.8617266782946033,0.8614778144481114
15,0.6156304023411829,0.5454712947173299,0.7919641406787931,0.7914788097385032,0.8641533947928298,0.8638613861386139
16,0.6161458655430304,0.5430518194355136,0.7945704860241388,0.7937330928764653,0.8641287581138796,0.8638613861386139
17,0.6135955000232598,0.5377013338815105,0.7961978161232217,0.7951983769161407,0.8637177855656833,0.8633113311331133
18,0.6114587587611341,0.5327520681901987,0.7958529740436033,0.7948602344454464,0.8649997481430182,0.8646864686468647
19,0.6068988285496103,0.5265991438017644,0.7962527635836196,0.7951983769161407,0.8649437616494456,0.8645947928126146
20,0.606392978558272,0.5244864611247492,0.7976032157003028,0.7966636609558161,0.8652647212776359,0.8649614961496149
