epoch,loss_validation,loss_train,f1_validation,accuracy_validation,f1_test,accuracy_test
1,2.193594423432317,2.194945001833695,0.2854599679514409,0.3207844905320108,0.3219346834227435,0.35295196186285294
2,2.086063065289895,2.0872700125766728,0.4132579737349956,0.4472497745716862,0.46173756904133284,0.49193252658599196
3,1.9704836795045648,1.9717806290011692,0.48430343737918735,0.5142019837691614,0.538839667070149,0.5671983865053172
4,1.8492517094080116,1.8509406538045963,0.5308565326667212,0.5557935076645627,0.5884785376734596,0.6125779244591126
5,1.7285197321361698,1.730670453418932,0.5679369039551669,0.587917042380523,0.6211554260346208,0.6412724605793912
6,1.6148587930486553,1.6174092345876196,0.5899965758490565,0.6066275924256087,0.6483989555186506,0.6646497983131646
7,1.511954787247217,1.5149503280756205,0.6060693457295201,0.6199278629395852,0.6654523542853421,0.679042904290429
8,1.4216043313255708,1.4250688451102047,0.620668576704947,0.6322137060414789,0.6778997802478852,0.6899523285661899
9,1.344586508428919,1.3484847800125788,0.6324282913626602,0.6416816952209198,0.689693453959588,0.6997616428309498
10,1.2796099857579735,1.283842030835309,0.6390433448859211,0.6472046889089269,0.6989707787427699,0.7077374404107077
11,1.2250441636375202,1.2295088536628642,0.648499123197204,0.6553201082055906,0.7080952933244122,0.7157132379904657
12,1.1792235842465257,1.1838286871919461,0.6564052602684938,0.662082957619477,0.7148929504106657,0.721947194719472
13,1.1406066004341822,1.1452831752330879,0.6616612331672377,0.6667042380522994,0.7209667678649352,0.7274477447744775
14,1.1078675085195784,1.1125568915742996,0.6688994412813434,0.6732416591523895,0.7264823444477562,0.7326732673267327
15,1.0799014437603478,1.0845633775961048,0.6732331434965311,0.6771866546438232,0.7312363218523376,0.7370737073707371
16,1.0558136553600073,1.0604188718222232,0.6764100170734911,0.6800045085662759,0.7366912056477184,0.7421158782544921
17,1.0348870022245222,1.0394135801659066,0.6793771550990677,0.6828223624887286,0.7408626936161413,0.745966263292996
18,1.0165434045189066,1.0209660176774724,0.6832182824928172,0.6863165013525698,0.7442459644415913,0.7491749174917491
19,1.0003328688765774,1.0046476258758619,0.6856603603230175,0.688570784490532,0.748180417241805,0.7528419508617529
20,0.9858892887567869,0.9901027710177683,0.6886679099113848,0.6915013525698828,0.7518523826959118,0.7563256325632564
