epoch,loss_validation,loss_train,f1_validation,accuracy_validation,f1_test,accuracy_test
1,0.7790354945731756,0.7684109989472406,0.7378515544735504,0.7361361587015329,0.7986239522232044,0.7979464613127979
2,0.6920700850643361,0.6721899911707157,0.7645731461622876,0.7639765554553652,0.8304258023773684,0.8307664099743308
3,0.6497266822030532,0.6191660346153497,0.7779968030215678,0.7782912533814247,0.8489718870145359,0.8498349834983498
4,0.6297602922150182,0.5930501600589959,0.7866339498812331,0.7868575293056808,0.8563477519121546,0.8571690502383572
5,0.6110834076586543,0.5681702130577339,0.7897923218240389,0.7909152389540126,0.8645931745208658,0.8656949028236157
6,0.6050157373244046,0.5559128858703225,0.7903381421362882,0.7919296663660956,0.8653367659816725,0.8670700403373671
7,0.595886811724716,0.542516003873177,0.7966316352294533,0.797678088367899,0.8697262501874145,0.8708287495416208
8,0.5944560028865907,0.5339351926686069,0.79733146138865,0.7980162308385933,0.8708040880081805,0.8719288595526219
9,0.5870844108081177,0.5231337545513824,0.8014304539252043,0.8015103697024346,0.8723907602780449,0.8729372937293729
10,0.5802399166381356,0.5143441095434234,0.8061653294068296,0.8062443642921551,0.8765512216876188,0.8771543821048772
11,0.5778457957910419,0.5073513359102365,0.8076721565730406,0.8078223624887286,0.8744323112071765,0.8748624862486248
12,0.5812075910803646,0.5042330441339118,0.8052175464232547,0.8057935076645627,0.8767186653571079,0.8772460579391272
13,0.5867238678481759,0.5022733567008095,0.8046210473872849,0.8050045085662759,0.8745335277982187,0.8747708104143748
14,0.5837425633479777,0.4939525026479839,0.8056190488153607,0.8057935076645627,0.8757087161591393,0.8757792445911258
15,0.5792808328748098,0.4870102904108623,0.8072399808796588,0.8077096483318305,0.8763387706981186,0.8766960029336267
16,0.5705620364290701,0.4755939094563984,0.8093291377350609,0.8097385031559964,0.8774372608561093,0.8777044371103777
17,0.5762082275648756,0.47858970924512656,0.8121315152976619,0.8123309287646528,0.8766231940520071,0.8766960029336267
18,0.5767821285035314,0.4759704908672721,0.811087496461498,0.8115419296663661,0.8765099441338322,0.8767876787678768
19,0.5733303826557998,0.46933104678559556,0.8111863658114569,0.8116546438232642,0.8770198816676673,0.8773377337733773
20,0.575318055822218,0.46522550296565496,0.8091591410296897,0.8097385031559964,0.8766377604894526,0.8768793546021268
21,0.5740392277638151,0.46063868688778675,0.8109373614725017,0.8117673579801623,0.8768616075296727,0.8771543821048772
22,0.5857417187745306,0.46810917685239184,0.8104396088029431,0.8112037871956718,0.8762501906971574,0.8765126512651266
23,0.584441773997752,0.46230745591402517,0.8103729790935754,0.8110910730387737,0.8760785586740774,0.8762376237623762
24,0.5888304434335043,0.46290724329607463,0.809324679425211,0.8098512173128944,0.8718428121324807,0.8719288595526219
25,0.5927281631356358,0.4639111268253017,0.809147759756501,0.8097385031559964,0.8741888923258552,0.8744041070773744
26,0.5929088974145207,0.4599299771376275,0.8099518597311516,0.810414788097385,0.873094261492984,0.8732123212321232
27,0.5943884512418924,0.45582346955331116,0.8120241821012456,0.8123309287646528,0.8738566053579774,0.8738540520718738
28,0.5880600047267207,0.44812326523988677,0.8132397507145661,0.8139089269612263,0.8751602680869407,0.8753208654198753
29,0.5941391680581358,0.4489152788433155,0.8110152446659915,0.8115419296663661,0.8739067459933306,0.8740374037403741
30,0.6037552429404776,0.4560181808577929,0.8115439270564322,0.8119927862939585,0.872312219911983,0.8724789145581224
