epoch,loss_validation,loss_train,f1,accuracy
1,1.7632896897530899,1.7527777547398213,0.4336461218830577,0.43733092876465285
2,1.362146721612266,1.341456725965377,0.5513458256128597,0.5573715058611362
3,1.122134851826177,1.0928792879492588,0.622363201229418,0.6301848512173129
4,1.0099046614541096,0.9751140204676547,0.6492655306043063,0.6592651036970244
5,0.946570628702374,0.9066324212796977,0.6616180897342998,0.6720018034265104
6,0.8928532181795169,0.8487464190704556,0.6832557343287597,0.6913886384129847
7,0.8321131844500353,0.7858063658772663,0.7058868025273671,0.7120153291253382
8,0.7858050153241205,0.7368082676256029,0.7240949804322048,0.728809738503156
9,0.7593083064059983,0.7066019370756351,0.7341411496276833,0.7377141568981064
10,0.7183326846265444,0.6624976947220896,0.7483625894462589,0.7514652840396754
11,0.7049178245223129,0.6451640460512488,0.7535992924679067,0.7560865644724978
12,0.6915463914539551,0.6280542595379922,0.7595614670672798,0.7616095581605049
13,0.6691660169726282,0.6028985171284026,0.7673934919697271,0.7685978358881875
14,0.6634698447855081,0.5944065987196442,0.7700853674537775,0.7709648331830478
15,0.6583984265543543,0.5856108768362306,0.7757881762515542,0.7760369702434626
16,0.649785566211114,0.5742692398096723,0.778219176519624,0.7785166816952209
17,0.6463788717344976,0.5678035780535092,0.779759330929295,0.7798692515779982
18,0.635724040473211,0.5539150567081309,0.7839975759026051,0.7840396753832282
19,0.6273663204510826,0.5424005762730967,0.7900466227053007,0.7897880973850315
20,0.6218952263602288,0.5345886550915174,0.7904012478732981,0.7903516681695221
